,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Particle,Field,Livetime,Realtime,Tier,Area,Average diameter,Perimeter,Orientation,Max circle radius,Area in pixels,Volume of sphere,Equivalent diameter,Class,Total,C,O,Na,Cl,Al,Fe,Cu,Mg,Sr,S,N,Si,K,Ca,Tl,Cr,Pd,Mo,W,F,V,Sc,Ni,Ru,Ba,Rh,P,Mn,B,Field,Area,Average diameter,Volume of sphere
P347,109,11.071,11.071,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8245209302,0.1294219085,0.0207207369,0.0240234823,,,,,,,,0.0013129421,,,,,,,,,,,,,,,,,,109,0.121425,0.450148,0.099995
P348,110,14.266,14.266,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.7593556106,0.2103824717,0.0176885954,0.0085035052,,,,0.001428992,,0.0026408252,,,,,,,,,,,,,,,,,,,,110,0.08095,0.397269,0.05443
P349,110,12.146,12.146,0,0.222613,0.618551,1.83373,41,0.206926,11,0.248221,0.53239,Unclassified,1,0.783268207,0.1616892397,0.023689418,0.0296837851,,,,0.0016693501,,,,,,,,,,,,,,,,,,,,,,110,0.222613,0.618551,0.248221
P350,110,10.962,10.962,0,0.546413,1.029346,3.193845,57,0.327179,27,0.954543,0.834095,Unclassified,1,0.7756400942,0.2030018443,0.0124758582,0.0088822033,,,,,,,,,,,,,,,,,,,,,,,,,,110,0.546413,1.029346,0.954543
P351,111,10.795,10.795,0,0.222613,0.604786,1.800072,66,0.292637,11,0.248221,0.53239,Unclassified,1,0.7810112291,0.2064512251,0.0081714163,0.0026745136,,,,0.0016916158,,,,,,,,,,,,,,,,,,,,,,111,0.222613,0.604786,0.248221
P352,111,10.844,10.844,0,0.384513,0.809976,2.454682,138,0.292637,19,0.563482,0.699698,Unclassified,1,0.7765247805,0.1937358998,0.0186745989,0.0081907017,,,,,,0.002874019,,,,,,,,,,,,,,,,,,,,111,0.384513,0.809976,0.563482
P353,111,10.974,10.974,0,0.890451,1.214816,3.733537,103,0.438956,44,1.985769,1.06478,Unclassified,1,0.0003230751,0.6315431831,0.1932205216,0.0815189094,,,,,,,0.0933943108,,,,,,,,,,,,,,,,,,,111,0.890451,1.214816,1.985769
P354,112,12.299,12.299,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.7555146064,0.2215379965,0.0176877492,,,,,0.0020189207,,0.0032407271,,,,,,,,,,,,,,,,,,,,112,0.101188,0.423708,0.076068
P355,112,11.276,11.276,0,0.3238,0.724539,2.177245,114,0.292637,16,0.435441,0.642087,Unclassified,1,0.820360811,0.1334159462,0.0179864655,0.0268052079,,,,,,0.0014315694,,,,,,,,,,,,,,,,,,,,112,0.3238,0.724539,0.435441
P356,112,10.982,10.982,0,0.40475,0.839201,2.539234,98,0.292637,20,0.608548,0.717875,Unclassified,1,0.7702341793,0.203227818,0.0115079357,0.0090357943,,,,,,0.003127174,,0.0014587805,,0.0014083182,,,,,,,,,,,,,,,,112,0.40475,0.839201,0.608548
P357,113,11.065,11.065,0,0.101188,0.428799,1.275563,19,0.146319,5,0.076068,0.358937,Unclassified,1,0.7828336195,0.1980062235,0.0104427158,0.0048259714,,,,0.0011981347,,0.0026933351,,,,,,,,,,,,,,,,,,,,113,0.101188,0.428799,0.076068
P358,113,9.944,9.944,0,0.688076,1.055962,3.160186,106,0.438956,34,1.348864,0.935994,Unclassified,1,0.7837073234,0.1325665774,0.0291916881,0.047481781,,,,,,0.004247627,,,,0.0028050031,,,,,,,,,,,,,,,,113,0.688076,1.055962,1.348864
P359,113,11.195,11.195,0,0.101188,0.499639,1.522634,104,0.146319,5,0.076068,0.358937,Unclassified,1,0.8017305983,0.1832442481,0.0061764616,0.0057861983,,,,,,0.0030624937,,,,,,,,,,,,,,,,,,,,113,0.101188,0.499639,0.076068
P360,114,12.353,12.353,0,0.222613,0.654277,1.981066,91,0.206926,11,0.248221,0.53239,Unclassified,1,0.7680835196,0.2114496102,0.011482741,0.0034255378,,,,0.0016256692,,0.0039329223,,,,,,,,,,,,,,,,,,,,114,0.222613,0.654277,0.248221
P361,115,10.725,10.725,0,0.222613,0.609876,1.815255,19,0.292637,11,0.248221,0.53239,Unclassified,1,0.763208132,0.2095640807,,,,,,0.0011874363,,0.0116622011,,0.0019621684,,0.0124159815,,,,,,,,,,,,,,,,115,0.222613,0.609876,0.248221
P362,115,10.383,10.383,0,0.222613,0.618551,1.83373,41,0.206926,11,0.248221,0.53239,Unclassified,1,0.8498472918,0.1501527082,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.222613,0.618551,0.248221
P363,116,11.183,11.183,0,0.121425,0.455239,1.356822,0,0.146319,6,0.099995,0.393196,Unclassified,1,0.7571011752,0.1940381169,0.0135497637,0.0169352358,,,,0.0055436369,,0.0071928395,,,,0.0056392319,,,,,,,,,,,,,,,,116,0.121425,0.455239,0.099995
P364,116,10.977,10.977,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.8043544245,0.1782536514,0.0077926167,0.0095993074,,,,,,,,,,,,,,,,,,,,,,,,,,116,0.101188,0.423708,0.076068
P365,116,11.018,11.018,0,0.667838,1.026168,3.09411,128,0.413852,33,1.289795,0.922127,Unclassified,1,0.7622027185,0.2181181642,0.0153879531,0.0032199143,,,,0.0010712499,,,,,,,,,,,,,,,,,,,,,,116,0.667838,1.026168,1.289795
P366,116,10.806,10.806,0,0.303563,0.711635,2.111168,0,0.292637,15,0.395263,0.621698,Unclassified,1,0.7247215219,0.2313907361,0.0032401174,,0.005320782,0.0161428726,,0.0057568685,,,,0.0099271409,0.0034999607,,,,,,,,,,,,,,,,,116,0.303563,0.711635,0.395263
P367,116,7.527,7.527,0,1.780902,1.665423,5.112128,94,0.654357,88,5.616602,1.505827,Unclassified,1,0.7398828577,0.089475393,0.059788769,0.1078401521,,,,0.0004652609,,0.0025475673,,,,,,,,,,,,,,,,,,,,116,1.780902,1.665423,5.616602
P368,116,9.743,9.743,0,0.384513,0.804719,2.388606,163,0.292637,19,0.563482,0.699698,Unclassified,1,0.846729742,0.153270258,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,0.384513,0.804719,0.563482
P369,116,11.682,11.682,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.8056774025,0.1699002691,0.0112386046,0.0095937725,,,,0.0011988237,,0.0015841703,,0.0008069572,,,,,,,,,,,,,,,,,,116,0.101188,0.423708,0.076068
P370,116,11.575,11.575,0,0.24285,0.631225,1.881331,90,0.292637,12,0.282827,0.556063,Unclassified,1,0.8379296217,0.1221247751,0.0172536126,0.0211152666,,,,0.001576724,,,,,,,,,,,,,,,,,,,,,,116,0.24285,0.631225,0.282827
P371,117,10.837,10.837,0,0.202375,0.578346,1.718812,90,0.206926,10,0.215154,0.507614,Unclassified,1,0.7830690728,0.1926169878,0.0133014653,0.008712146,,,,0.0010728653,,,,0.0012274627,,,,,,,,,,,,,,,,,,117,0.202375,0.578346,0.215154
P372,117,8.421,8.421,0,8.095009,4.263805,13.733299,92,1.024231,400,54.430164,3.210434,Unclassified,1,0.8933383853,0.1052985291,,,,,,,,,,0.0013630856,,,,,,,,,,,,,,,,,,117,8.095009,4.263805,54.430164
P373,117,10.613,10.613,0,0.121425,0.455239,1.356822,0,0.146319,6,0.099995,0.393196,Unclassified,1,0.6939084288,0.2685585944,0.014716572,0.0039475675,,,,0.0071931244,,0.0116757128,,,,,,,,,,,,,,,,,,,,117,0.121425,0.455239,0.099995
P374,117,11.021,11.021,0,0.121425,0.481908,1.456557,138,0.146319,6,0.099995,0.393196,Unclassified,1,0.7861884714,0.1991861691,0.0090513207,0.0055740388,,,,,,,,,,,,,,,,,,,,,,,,,,117,0.121425,0.481908,0.099995
P375,117,9.659,9.659,0,1.011876,1.382853,4.306888,43,0.413852,50,2.405496,1.13506,Unclassified,1,0.857949193,0.142050807,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1.011876,1.382853,2.405496
P376,117,11.575,11.575,0,1.011876,1.382111,4.195262,77,0.413852,50,2.405496,1.13506,Unclassified,1,0.0002777608,0.6962336062,,,,,,,,0.134321943,0.16916669,,,,,,,,,,,,,,,,,,,117,1.011876,1.382111,2.405496
P377,118,10.732,10.732,0,0.364275,0.834743,2.554418,52,0.292637,18,0.519587,0.681036,Unclassified,1,0.7532205265,0.2227688523,0.0136215573,0.0045088744,,,,0.0018724186,,0.0040077711,,,,,,,,,,,,,,,,,,,,118,0.364275,0.834743,0.519587
P378,118,12.075,12.075,0,0.182138,0.543232,1.619077,0,0.292637,9,0.183702,0.481565,Unclassified,1,0.7824963483,0.1726942419,0.0221636143,0.0198519046,,,,0.001200997,,0.0015928938,,,,,,,,,,,,,,,,,,,,118,0.182138,0.543232,0.183702
P379,118,10.975,10.975,0,0.121425,0.481908,1.456557,172,0.146319,6,0.099995,0.393196,Unclassified,1,0.80640588,0.1597694316,0.0143096429,0.0195150455,,,,,,,,,,,,,,,,,,,,,,,,,,118,0.121425,0.481908,0.099995
P380,118,12.614,12.614,0,0.748788,1.094285,3.305471,164,0.438956,37,1.531272,0.976415,Unclassified,1,0.7437338895,0.2041950337,0.0117537976,,,,,0.0017828843,,0.0362669683,,0.0007790425,,0.0014883842,,,,,,,,,,,,,,,,118,0.748788,1.094285,1.531272
P381,118,10.974,10.974,0,0.485701,0.884267,2.65086,1,0.413852,24,0.799957,0.786392,Unclassified,1,0.0002404345,0.6887908877,0.1534907993,,,,,,,0.06377231,0.0937055684,,,,,,,,,,,,,,,,,,,118,0.485701,0.884267,0.799957
P382,118,10.834,10.834,0,0.101188,0.428799,1.275563,19,0.146319,5,0.076068,0.358937,Unclassified,1,0.7913413706,0.179160622,0.0142643502,0.0128447151,,,,0.0012173341,,,,,,0.001171608,,,,,,,,,,,,,,,,118,0.101188,0.428799,0.076068
P383,119,11.015,11.015,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8101397935,0.1723895683,0.0085758059,0.0088948324,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.060713,0.335715,0.035353
P384,119,10.426,10.426,0,0.182138,0.629247,1.899807,63,0.206926,9,0.183702,0.481565,Unclassified,1,0.8409863013,0.1576314738,,,,,,,,,,0.0013822248,,,,,,,,,,,,,,,,,,119,0.182138,0.629247,0.183702
P385,119,11.432,11.432,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7987009647,0.1734070788,0.0133210553,0.0134528361,,,,0.0011180651,,,,,,,,,,,,,,,,,,,,,,119,0.121425,0.450148,0.099995
P386,119,10.782,10.782,0,0.24285,0.6399,1.899807,78,0.292637,12,0.282827,0.556063,Unclassified,1,0.0003676389,0.6855211789,0.1734663697,0.0351823727,,,,0.0142242429,,,0.0912381969,,,,,,,,,,,,,,,,,,,119,0.24285,0.6399,0.282827
P387,119,10.574,10.574,0,0.384513,0.850553,2.554418,130,0.292637,19,0.563482,0.699698,Unclassified,1,0.7772342491,0.1998062984,0.0154573813,0.0075020711,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.384513,0.850553,0.563482
P388,119,10.687,10.687,0,0.182138,0.556997,1.652735,16,0.206926,9,0.183702,0.481565,Unclassified,1,0.0001067273,0.6883825068,0.1662909389,,,,,,,0.0403726185,0.0957915877,0.0090556208,,,,,,,,,,,,,,,,,,119,0.182138,0.556997,0.183702
P389,120,11.647,11.647,0,0.364275,0.815887,2.424316,84,0.292637,18,0.519587,0.681036,Unclassified,1,0.7636740574,0.2011945539,0.017132133,0.0108375171,,,,0.0023473821,,0.0048143565,,,,,,,,,,,,,,,,,,,,120,0.364275,0.815887,0.519587
P390,120,9.958,9.958,0,0.728551,1.166701,3.637094,83,0.413852,36,1.469614,0.96313,Unclassified,1,0.8532188269,0.1453178942,,,,,,,,,,0.0014632789,,,,,,,,,,,,,,,,,,120,0.728551,1.166701,1.469614
P391,120,10.521,10.521,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8535042124,0.1451941185,,,,,,,,,,0.0013016691,,,,,,,,,,,,,,,,,,120,0.060713,0.335715,0.035353
P392,120,7.728,7.728,0,2.711828,2.202194,7.042301,129,0.746082,134,10.553751,1.858173,Unclassified,1,0.6850054143,0.1492385036,0.0561018908,0.0972903911,,,,0.0010351533,,0.006969667,,,,0.0043589798,,,,,,,,,,,,,,,,120,2.711828,2.202194,10.553751
P393,120,10.281,10.281,0,0.344038,0.751777,2.258504,90,0.292637,17,0.476895,0.661848,Unclassified,1,0.0002020443,0.6308474953,0.1795805376,0.0451293403,,,,0.0159428393,,0.0163611617,0.1057356618,0.0062009198,,,,,,,,,,,,,,,,,,120,0.344038,0.751777,0.476895
P394,121,11.072,11.072,0,0.364275,1.102274,3.392074,97,0.146319,18,0.519587,0.681036,Unclassified,1,0.830440546,0.1684144864,,,,,,,,,,0.0011449676,,,,,,,,,,,,,,,,,,121,0.364275,1.102274,0.519587
P395,121,10.803,10.803,0,0.1619,0.54426,1.637552,68,0.206926,8,0.153952,0.454024,Unclassified,1,0.7577307523,0.2206849993,0.0110536709,,,,,0.0031029264,,0.0055149796,,0.0008586241,,0.0010540475,,,,,,,,,,,,,,,,121,0.1619,0.54426,0.153952
P396,121,10.056,10.056,0,0.283325,0.719448,2.162061,81,0.292637,14,0.356403,0.600617,Unclassified,1,0.7976368565,0.1387487296,0.0260336122,0.0365358236,,,,0.0010449781,,,,,,,,,,,,,,,,,,,,,,121,0.283325,0.719448,0.356403
P397,121,12.145,12.145,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.8215501716,0.1266954245,0.0224697884,0.0292846155,,,,,,,,,,,,,,,,,,,,,,,,,,121,0.101188,0.423708,0.076068
P398,121,11.818,11.818,0,1.052351,1.48586,4.581033,156,0.413852,52,2.55126,1.157538,Unclassified,1,0.7165594628,0.2456160887,0.0189896637,,,,,0.0054344326,,0.0134003522,,,,,,,,,,,,,,,,,,,,121,1.052351,1.48586,2.55126
P399,122,12.092,12.092,0,0.263088,0.644991,1.91499,143,0.292637,13,0.318907,0.578769,Unclassified,1,0.7978329005,0.1765867768,0.0122527653,0.0116711899,,,,0.0016563676,,,,,,,,,,,,,,,,,,,,,,122,0.263088,0.644991,0.318907
P400,122,10.884,10.884,0,0.424988,1.049598,3.242687,144,0.206926,21,0.654755,0.735603,Unclassified,1,0.8037317048,0.1767980746,,0.0095528067,,,,,,0.0012474021,,0.0015024729,,,,0.007167539,,,,,,,,,,,,,,122,0.424988,1.049598,0.654755
P401,122,10.415,10.415,0,0.384513,0.794538,2.358239,69,0.292637,19,0.563482,0.699698,Unclassified,1,0.7558996036,0.2094450226,0.0107343672,0.0106062858,,,,0.002595369,,0.0059848889,,,,0.0047344629,,,,,,,,,,,,,,,,122,0.384513,0.794538,0.563482
P402,122,11.408,11.408,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7742550803,0.1944170717,0.0190757039,0.0067654024,,,,0.0013720445,,0.0041146973,,,,,,,,,,,,,,,,,,,,122,0.060713,0.335715,0.035353
P403,123,10.254,10.254,0,0.344038,0.732984,2.177245,66,0.292637,17,0.476895,0.661848,Unclassified,1,0.7439023485,0.2286702686,0.0151746713,0.0031169211,,,,0.0016049773,,0.0059204801,,0.0016103331,,,,,,,,,,,,,,,,,,123,0.344038,0.732984,0.476895
P404,124,8.68,8.68,0,0.829738,1.138456,3.405206,23,0.4627,41,1.786181,1.02784,Unclassified,1,0.7543997744,0.1440072407,0.0358420359,0.0609186594,,,,0.0009119792,,0.0032377047,,0.0006826056,,,,,,,,,,,,,,,,,,124,0.829738,1.138456,1.786181
P405,124,11.043,11.043,0,0.505938,0.935155,2.816672,63,0.327179,25,0.850471,0.802608,Unclassified,1,0.7910916411,0.1916709881,0.0064220629,0.0063872008,,,,0.0015584999,,0.0028696073,,,,,,,,,,,,,,,,,,,,124,0.505938,0.935155,0.850471
P406,125,12.449,12.449,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.7758073386,0.1949187553,0.0150547922,0.0053935214,,,,0.0053897736,,0.0021149642,,0.0013208547,,,,,,,,,,,,,,,,,,125,0.08095,0.397269,0.05443
P407,125,11.427,11.427,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.8018772798,0.1699530207,0.0134259012,0.008569393,,,,0.0018123686,,0.003348625,,,,0.0010134117,,,,,,,,,,,,,,,,125,0.101188,0.423708,0.076068
P408,125,12.063,12.063,0,0.08095,0.397269,1.17912,59,0.146319,4,0.05443,0.321043,Unclassified,1,0.8240129934,0.1719008672,0.0014216362,0.0016521019,,,,,,,,0.0010124013,,,,,,,,,,,,,,,,,,125,0.08095,0.397269,0.05443
P409,125,9.342,9.342,0,0.890451,1.169378,3.552542,55,0.4627,44,1.985769,1.06478,Unclassified,1,0.7663558073,0.149565145,0.0346736418,0.0476335307,,,,0.0017718752,,,,,,,,,,,,,,,,,,,,,,125,0.890451,1.169378,1.985769
P410,126,12.107,12.107,0,0.445225,0.857827,2.569601,150,0.327179,22,0.702075,0.752913,Unclassified,1,0.0003184284,0.7012445736,0.0211236097,,,,,,,0.1132489825,0.1640644059,,,,,,,,,,,,,,,,,,,126,0.445225,0.857827,0.702075
P411,126,11.396,11.396,0,0.182138,0.551907,1.637552,112,0.206926,9,0.183702,0.481565,Unclassified,1,0.8002273875,0.1869635936,0.0056881208,0.0061571345,,,,0.0009637635,,,,,,,,,,,,,,,,,,,,,,126,0.182138,0.551907,0.183702
P412,126,11.07,11.07,0,0.485701,0.928115,2.816672,76,0.292637,24,0.799957,0.786392,Unclassified,1,0.7881597932,0.1699809656,0.0191790784,0.0188001664,,,,,,0.0027198293,,0.001160167,,,,,,,,,,,,,,,,,,126,0.485701,0.928115,0.799957
P413,126,8.449,8.449,0,9.754485,3.965453,12.966214,34,1.348992,482,71.997964,3.524173,Unclassified,1,0.9051197164,0.094117738,,,,,,,,,,0.0007625456,,,,,,,,,,,,,,,,,,126,9.754485,3.965453,71.997964
P414,127,11.227,11.227,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.0005707164,0.611375231,0.1278193691,0.0525431672,,,,0.0269649724,,0.0737856859,0.106940858,,,,,,,,,,,,,,,,,,,127,0.101188,0.423708,0.076068
P415,127,11.563,11.563,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.8536129295,0.1463870705,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0.101188,0.423708,0.076068
P416,127,10.964,10.964,0,0.384513,0.812532,2.439499,118,0.292637,19,0.563482,0.699698,Unclassified,1,0.8084123719,0.1915876281,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0.384513,0.812532,0.563482
P417,127,11.426,11.426,0,0.182138,0.551907,1.637552,68,0.206926,9,0.183702,0.481565,Unclassified,1,0.7638443676,0.2091991161,0.0101184565,0.006713156,,,,0.0027148675,,0.0029207577,,,,0.0044892785,,,,,,,,,,,,,,,,127,0.182138,0.551907,0.183702
P418,127,10.854,10.854,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7874624881,0.2040991922,0.0074879937,,,,,,,,,0.000950326,,,,,,,,,,,,,,,,,,127,0.08095,0.362155,0.05443
P419,128,11.704,11.704,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.7894520392,0.1901466424,0.0099548583,0.0060776786,,,,0.0020721945,,0.0022965869,,,,,,,,,,,,,,,,,,,,128,0.060713,0.335715,0.035353
P420,129,10.16,10.16,0,0.424988,0.831158,2.469865,170,0.292637,21,0.654755,0.735603,Unclassified,1,0.0001287296,0.6668904366,0.1685252212,0.0219277788,,,,0.0125777164,,0.0205389954,0.109411122,,,,,,,,,,,,,,,,,,,129,0.424988,0.831158,0.654755
P421,129,12.055,12.055,0,0.445225,0.868175,2.65086,25,0.327179,22,0.702075,0.752913,Unclassified,1,0.6865536496,0.2563260701,0.0257076924,0.0105620539,,,,0.0015956935,,0.0110136904,,0.0015621747,,0.0066789753,,,,,,,,,,,,,,,,129,0.445225,0.868175,0.702075
P422,129,10.396,10.396,0,0.40475,0.850181,2.569601,30,0.327179,20,0.608548,0.717875,Unclassified,1,0.7318991719,0.2365208616,0.0151184697,,,,,0.0009746902,,0.0154868066,,,,,,,,,,,,,,,,,,,,129,0.40475,0.850181,0.608548
P423,129,10.406,10.406,0,0.182138,0.619392,1.899807,102,0.206926,9,0.183702,0.481565,Unclassified,1,0.8408552907,0.1591447093,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.182138,0.619392,0.183702
P424,129,11.644,11.644,0,0.08095,0.397269,1.17912,59,0.146319,4,0.05443,0.321043,Unclassified,1,0.0001971788,0.7812226772,,,,,,,,0.0705559995,0.1480241445,,,,,,,,,,,,,,,,,,,129,0.08095,0.397269,0.05443
P425,129,12.149,12.149,0,0.202375,0.578346,1.718812,90,0.292637,10,0.215154,0.507614,Unclassified,1,0.7596674189,0.2191048905,0.006580812,0.0064126851,,,,0.0041650582,,,,,,,,,,0.0040691353,,,,,,,,,,,,129,0.202375,0.578346,0.215154
P426,129,10.459,10.459,0,0.1619,0.567345,1.733995,152,0.146319,8,0.153952,0.454024,Unclassified,1,0.8343722053,0.1656277947,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.1619,0.567345,0.153952
P427,130,10.973,10.973,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.7452752705,0.2341925412,0.0091560327,0.003727398,0.0002349547,,,0.002140639,,0.0046647258,,,,,,,,,,,,0.000608438,,,,,,,,130,0.101188,0.423708,0.076068
P428,131,10.966,10.966,0,0.182138,0.556997,1.652735,16,0.206926,9,0.183702,0.481565,Unclassified,1,0.0009216831,0.7010294985,0.2204361138,,,,,,,,0.0776127046,,,,,,,,,,,,,,,,,,,131,0.182138,0.556997,0.183702
P429,131,9.973,9.973,0,0.263088,0.776048,2.391898,54,0.206926,13,0.318907,0.578769,Unclassified,1,0.8271622687,0.1722970592,,,0.0005406721,,,,,,,,,,,,,,,,,,,,,,,,,131,0.263088,0.776048,0.318907
P430,131,10.257,10.257,0,0.364275,0.996922,3.0584,15,0.206926,18,0.519587,0.681036,Unclassified,1,0.8289759763,0.1695704754,,,,,,,,,,0.0014535483,,,,,,,,,,,,,,,,,,131,0.364275,0.996922,0.519587
P431,131,10.287,10.287,0,0.40475,0.823512,2.469865,170,0.292637,20,0.608548,0.717875,Unclassified,1,0.0001261315,0.636137632,0.19722045,0.0295812823,,,,0.0139001581,,0.0282055402,0.0948288058,,,,,,,,,,,,,,,,,,,131,0.40475,0.823512,0.608548
P432,132,10.562,10.562,0,0.303563,0.724539,2.177245,53,0.292637,15,0.395263,0.621698,Unclassified,1,0.7626504434,0.2249078254,0.0071853158,,,,,0.001536688,,0.0037197274,,,,,,,,,,,,,,,,,,,,132,0.303563,0.724539,0.395263
P433,133,10.825,10.825,0,0.101188,0.476817,1.441374,111,0.146319,5,0.076068,0.358937,Unclassified,1,0.7899889264,0.2048395481,0.0051715255,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0.101188,0.476817,0.076068
P434,135,11.749,11.749,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8261181303,0.1698765118,0.0040053579,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0.060713,0.335715,0.035353
P435,135,10.35,10.35,0,0.283325,0.67143,1.99625,0,0.292637,14,0.356403,0.600617,Unclassified,1,0.8087801919,0.1808228757,,,0.0007071179,,,,,,,0.0011669903,,0.0085228243,,,,,,,,,,,,,,,,135,0.283325,0.67143,0.356403
P436,135,10.821,10.821,0,0.08095,0.473199,1.441374,69,0.146319,4,0.05443,0.321043,Unclassified,1,0.8289017074,0.164003931,,,0.0007662038,,,,,,,0.0011951716,,0.0051329863,,,,,,,,,,,,,,,,135,0.08095,0.473199,0.05443
P437,135,12.663,12.663,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8418741324,0.1329339793,0.0081466037,,,,,0.0020321322,,0.0102995287,,0.0014950346,,0.0032185889,,,,,,,,,,,,,,,,135,0.08095,0.362155,0.05443
P438,136,10.977,10.977,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.8023368053,0.1867301436,0.010933051,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0.141663,0.490353,0.126008
P439,137,10.598,10.598,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.7915427726,0.2004171038,0.004130534,0.0039095896,,,,,,,,,,,,,,,,,,,,,,,,,,137,0.141663,0.490353,0.126008
P440,138,10.328,10.328,0,0.202375,0.578346,1.718812,122,0.206926,10,0.215154,0.507614,Unclassified,1,0.7779986243,0.1843719418,0.0164584561,0.0145998706,,,,0.0016001327,,0.0039956637,,0.0009753108,,,,,,,,,,,,,,,,,,138,0.202375,0.578346,0.215154
P441,138,10.69,10.69,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.7701998185,0.2158021838,0.0084874975,0.0055105002,,,,,,,,,,,,,,,,,,,,,,,,,,138,0.08095,0.397269,0.05443
P442,139,10.429,10.429,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7627240786,0.2158338994,0.0058215168,0.0069524859,,,,0.0010357992,,0.0042657197,,0.0033665004,,,,,,,,,,,,,,,,,,139,0.08095,0.362155,0.05443
P443,140,10.32,10.32,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7717193771,0.2130051623,0.0038417218,0.0032815452,,,,0.0008982371,,0.0021140737,,0.0051398827,,,,,,,,,,,,,,,,,,140,0.060713,0.335715,0.035353
P444,140,10.711,10.711,0,0.526176,0.970525,2.882749,90,0.292637,26,0.902007,0.818503,Unclassified,1,0.7958412451,0.1770271852,0.0148840089,0.0097868317,,,,0.0024607291,,,,,,,,,,,,,,,,,,,,,,140,0.526176,0.970525,0.902007
P445,141,9.13,9.13,0,0.870213,1.175715,3.537359,75,0.438956,43,1.918458,1.052611,Unclassified,1,3.7419463E-05,0.6191564673,0.1612681059,0.0462190545,,,,0.0220078878,,0.043175827,0.1005359242,0.0075993138,,,,,,,,,,,,,,,,,,141,0.870213,1.175715,1.918458
P446,141,10.724,10.724,0,0.101188,0.428799,1.275563,19,0.146319,5,0.076068,0.358937,Unclassified,1,0.7811094417,0.1911726838,0.013348097,0.0143697775,,,,,,,,,,,,,,,,,,,,,,,,,,141,0.101188,0.428799,0.076068
P447,142,10.086,10.086,0,0.202375,0.626715,1.91499,143,0.206926,10,0.215154,0.507614,Unclassified,1,0.8494126939,0.1488998259,,,,,,,,,,0.0016874802,,,,,,,,,,,,,,,,,,142,0.202375,0.626715,0.215154
